word,freq
automatyzację,2
automatów,9
autonomiczne,3
autonomicznej,2
autonomicznych,2
autonomiczną,1
autor,1
autora,13
autorem,1
autorski,1
autorskich,31
autorskie,14
autorskiego,8
autorskiej,3
autorskim,24
autorskimi,12
autorską,2
autorstwa,4
autorstwo,3
autorytecie,1
autorytet,8
autorytetem,1
autorytetu,5
autoryzacja,1
autoryzacji,10
autoryzowane,1
autoryzowanego,5
autoryzowanej,1
autoryzowany,2
autoryzowanych,3
autoryzowanym,1
autoryzowanymi,1
autorów,10
autostrad,74
autostradach,58
autostradami,10
autostrady,102
autostradzie,2
autostradą,13
avian,2
awans,18
awansowa,6
awansowania,22
awansowanie,1
awansowaniu,3
awansował,1
awansowej,17
awansową,6
awansu,40
awaria,2
awariach,4
awariami,2
awarie,3
awarii,180
awariom,25
awarią,15
awarię,5
awaryjne,2
awaryjnego,11
awaryjnych,4
awaryjnym,1
azabicyklo,1
azbest,24
azbestem,2
azbestowo,1
azbestu,7
azbeście,2
azjatyckich,2
azjatyckiej,2
azo,4
azot,14
azota,1
azotan,19
azotanami,3
azotanem,1
azotano,2
azotanow,11
azotanowego,19
azotanowy,24
azotanu,31
azotany,4
azotanów,2
azotem,1
azotowe,3
azotowego,2
azotowegoamonu,1
azotowo,9
azotowy,6
azotowych,5
azotowym,1
azotu,181
azydki,1
azyl,4
azylu,24
aż,93
ażeby,3
ba,5
babassu,2
babka,1
babki,1
bacząc,3
bada,50
badacz,1
badacza,1
badaczem,1
badaczom,2
badają,1
badając,8
badającego,2
badającemu,2
badających,2
badana,3
badane,6
badanego,16
badanej,22
badania,743
badaniach,68
badaniami,37
badanie,215
badaniem,29
badaniom,104
badaniu,137
badany,5
badanych,9
badanym,9
badawcza,4
badawcze,38
badawczego,39
badawczej,46
badawczemu,2
badawczo,253
badawczorozwo,1
badawczorozwojowa,1
badawczorozwojowe,1
badawczorozwojowej,8
badawczorozwojowych,10
badawczorozwojowymi,1
badawczorozwojową,1
badawczy,14
badawczych,144
badawczym,14
badawczymi,2
badawczą,67
badać,16
badał,2
badań,1415
bagaż,12
bagażowa,1
bagażowego,2
bagażowych,2
bagażu,37
bagaży,8
bagien,2
bagienny,1
bagiennych,1
bagna,1
bagno,1
bajazzo,1
bakteriach,1
bakterie,1
bakterii,2
bakteriologiczne,1
bakteryjna,3
bakteryjnych,1
bakłażanów,1
balastowe,3
balastowego,3
balastowy,2
balastowych,2
baletowych,1
balkonów,3
balotów,1
balustrad,3
balwierskiego,2
bambusa,1
bambusowymi,1
bananów,4
bandaże,1
bandażownictwa,1
bander,1
banderol,5
banderole,1
banderoli,11
banderolowania,1
bandery,26
banderze,2
banderą,10
banderę,11
bank,379
bankach,106
bankami,28
banki,230
bankiem,85
banknotami,1
banknoty,6
banknotów,10
bankom,88
bankowa,11
bankowe,196
bankowego,157
bankowej,67
bankowemu,2
bankowi,54
bankowo,3
bankowości,3
bankowością,1
bankowy,106
bankowych,259
bankowym,67
bankowymi,4
bankową,22
banku,717
banków,406
baptystycznych,1
bara,2
barach,6
baraki,4
barakowóz,1
baranich,1
bardziej,16
bardzo,46
barek,4
baretek,1
baretkami,1
baretki,1
baretką,1
barier,10
barierami,1
bariery,2
barkach,1
barkę,1
barterowej,1
bartoszycki,2
baru,2
barw,2
barwach,39
barwami,1
barwie,1
barwienia,9
barwienie,5
barwione,38
barwionymi,2
barwnego,1
barwnik,1
barwniki,2
barwników,19
barwnych,1
barwy,12
barwę,2
bary,4
barytu,5
basenach,1
basenu,2
basenów,4
basztami,1
batalionach,11
batalionu,7
batalionów,1
bateriach,5
baterie,8
baterii,12
batymetrię,1
bawełniana,47
bawełniane,83
bawełny,197
bawełną,44
bawoły,1
baz,71
baza,5
bazach,18
bazaltu,5
bazami,4
bazie,51
bazom,2
bazowa,9
bazowe,12
bazowego,27
bazowej,78
bazowy,50
bazowych,6
bazowym,5
bazową,13
bazy,113
bazą,3
bazę,32
bałtyckiej,3
bażanta,2
beczek,1
beczkowe,2
beczkowozami,1
bednarskich,1
bednarskiej,1
bednarstwo,2
bees,1
behawioralne,2
bel,1
bele,1
belgijskich,1
beli,1
belowania,2
beneficjenci,1
beneficjencie,1
beneficjent,3
beneficjenta,34
beneficjentem,3
beneficjentowi,1
beneficjentów,3
bentonitowe,1
benzazocyn,1
benzen,1
benzimidazol,1
benzimidazolinylo,1
benzoiloekgoniny,1
benzoiloksy,1
benzomorfan,2
benzyloksy,2
benzyloksyetylo,1
benzylomorfina,1
benzyn,6
benzynowe,1
benzynowych,2
benzyny,19
benzyną,2
berberysu,1
beretów,2
beryl,1
berylu,1
beschrankter,1
beta,8
betaagonistycznym,3
betel,1
beton,1
betonowe,10
betonowej,1
betonowych,6
betonu,2
bez,2374
bezadresowych,1
bezalkoholowych,13
bezalkoholowymi,1
bezazbestowych,1
bezbronności,3
bezbłędnie,3
bezbłędność,2
bezcelowe,2
bezciśnieniowych,1
bezciśnieniowymi,1
bezczynności,6
bezczynność,12
bezdetonacyjnej,1
bezdomnego,2
bezdomnej,5
bezdomności,1
bezdomność,2
bezdomnych,16
bezdomnym,8
bezdomnymi,5
bezdymnych,1
bezegzekucyjnym,1
bezgotówkowe,1
bezgotówkowej,8
bezgotówkowo,2
bezgotówkowych,3
bezgotówkowym,1
bezkolizyjne,2
bezmleczność,1
bezodpadowych,1
bezodpływowe,1
bezodpływowy,1
bezodpływowych,14
bezosobowe,2
bezosobowych,12
bezow,2
bezowdne,2
bezołowiowej,1
bezpie,2
bezpieczeństwa,1541
bezpieczeństwem,93
bezpieczeństwie,116
bezpieczeństwo,187
bezpieczeństwu,86
bezpieczne,30
bezpiecznego,73
bezpiecznej,16
bezpiecznie,2
bezpiecznikowe,1
bezpiecznikowy,1
bezpieczny,12
bezpiecznych,13
bezpiecznym,23
bezpieczną,7
bezpo,1
bezpodstawna,1
bezpodstawne,1
bezpodstawnego,5
bezpodstawnie,28
bezpodstawności,1
bezpodstawny,6
bezpodstawnym,1
bezpodstawną,2
bezpowrotnej,5
bezpowrotnie,1
bezpośredni,104
bezpośrednia,10
bezpośrednich,153
bezpośrednie,101
bezpośredniego,329
bezpośredniej,83
bezpośredniemu,8
bezpośrednim,71
bezpośrednimi,3
bezpośrednio,788
bezpośrednią,34
bezprawne,5
bezprawnego,25
bezprawnej,10
bezprawnie,27
bezprawności,3
bezprawność,2
bezprawny,11
bezprawnych,1
bezprawnym,11
bezprawną,16
bezprzedmiotowa,1
bezprzedmiotowe,11
bezprzedmiotowej,1
bezprzedmiotowość,1
bezprzedmiotowy,1
bezprzetargową,1
bezprzewodowe,2
bezprzewodowej,5
bezprzewodowy,1
bezpółkowych,2
bezpłatna,3
bezpłatne,42
bezpłatnego,132
bezpłatnej,7
bezpłatnie,70
bezpłatności,1
bezpłatny,27
bezpłatnych,59
bezpłatnym,11
bezpłatnymi,2
bezpłatną,2
bezpłatych,1
bezradność,1
bezrobocia,54
bezrobocie,1
bezrobociem,48
bezrobociu,101
bezrobotna,2
bezrobotne,1
bezrobotnego,111
bezrobotnej,4
bezrobotnemu,23
bezrobotni,10
bezrobotny,21
bezrobotnych,153
bezrobotnym,25
bezrobotnymi,1
bezrobotną,4
bezsenności,1
bezskuteczna,24
bezskuteczne,37
bezskutecznego,24
bezskutecznie,2
bezskuteczności,21
bezskuteczność,4
bezskuteczny,5
bezskutecznym,49
bezskuteczną,1
bezsporne,1
bezspornej,4
bezspornych,1
bezsporną,1
bezstronne,2
bezstronnego,5
bezstronnej,4
bezstronnie,19
bezstronności,39
bezstronnością,3
bezstronność,2
bezstronny,5
bezstronnych,1
bezszkodowego,1
bezszynowy,4
bezterminowa,1
bezterminowe,3
bezterminowo,3
beztlenowemu,1
beztlenową,1
bezumowne,2
bezumownie,2
bezużytecznym,1
bezużyteczną,1
bezwarunkowa,1
bezwarunkowe,1
bezwarunkowej,1
bezwarunkowo,6
bezwarunkowy,2
bezwizowego,1
bezwo,1
bezwodne,3
bezwodneg,1
bezwodnego,6
bezwodny,2
bezwodnym,1
bezwyznaniowości,2
bezwyznaniowość,3
bezwzględna,5
bezwzględnego,3
bezwzględnej,4
bezwzględnych,13
bezwzględną,68
bezzasadna,5
bezzasadne,4
bezzasadnego,1
bezzasadnej,2
bezzasadnie,8
bezzasadności,15
bezzasadność,1
bezzasadny,5
bezzasadną,4
bezzbiornikowe,11
bezzbiornikowego,12
bezzbiornikowym,1
bezzwrotna,2
bezzwrotne,1
bezzwrotnego,1
bezzwrotnej,19
bezzwrotnie,1
bezzwrotny,1
bezzwrotną,2
bezzwłoczne,3
bezzwłocznego,11
bezzwłocznej,3
bezzwłocznemu,2
bezzwłocznie,59
bezzwłoczny,1
bezzwłocznych,1
bezściółkową,2
bełchatowski,2
bhp,27
bialskopodlaski,2
bialskopodlaskim,1
biała,2
białaczka,2
białaczkę,1
białe,6
białego,14
białej,6
białek,2
białka,13
białko,1
białkopodobne,1
biało,3
białobrzeski,2
białogardzki,2
białostockim,1
biały,2
białych,5
białymi,1
biblio,1
bibliofilskich,1
bibliograficzne,3
bibliograficznej,4
bibliograficznych,1
bibliografii,4
bibliografię,1
bibliotece,2
biblioteczna,2
biblioteczne,2
bibliotecznej,19
biblioteczno,1
bibliotecznobibliograficznego,1
biblioteczny,3
bibliotecznych,32
bibliotecznymi,1
biblioteczną,4
bibliotek,66
biblioteka,7
bibliotekach,15
bibliotekami,2
bibliotekarskich,2
bibliotekarskie,1
bibliotekarstwa,2
bibliotekarz,3
bibliotekarza,1
bibliotekarze,2
bibliotekarzy,5
biblioteki,45
bibliotekom,9
bibliotekoznawstwa,2
biblioteką,2
bibliotekę,6
bibułki,3
bibuły,1
bibułę,1
bicie,2
biczów,1
bie,1
biec,1
bieg,55
biegli,20
biegnie,69
biegną,13
biegnąca,2
biegnącej,12
biegnącymi,1
biegu,75
biegunki,1
biegłego,291
biegłemu,22
biegłości,1
biegły,41
biegłych,190
biegłym,17
biegłymi,6
biegłą,1
bielizna,13
bielizny,10
bieliznę,1
bieliźniarstwa,2
bielone,46
bielony,1
bielski,2
bierczej,1
bierne,16
biernego,47
biernej,5
biernych,10
biernymi,1
bierze,116
bieszczadzki,2
bieżnikowane,3
bieżnikowanej,1
bieżnikowania,5
bieżnikowanych,1
bieżąca,6
bieżące,60
bieżącego,38
bieżącej,46
bieżąco,45
bieżący,30
bieżących,122
bieżącym,36
bieżącymi,4
bieżącą,24
bifenyli,3
bilans,59
bilansach,7
bilanse,1
bilansem,4
bilansie,32
bilansowa,7
bilansowania,3
bilansowanie,1
bilansowe,7
bilansowego,29
bilansowej,31
bilansowości,7
bilansowy,65
bilansowych,13
bilansowym,14
bilansową,6
bilansu,101
bilansów,8
bilardy,2
bilecie,1
bilet,3
biletu,13
bilety,5
biletów,23
bilionów,1
biliotekami,1
bingo,36
bioakumulacji,2
biobójczego,1
biobójczych,8
biobójczym,1
biobójczymi,2
biocenoz,2
biocenozach,1
biocenozie,1
biochemiczne,1
biochemicznego,4
biochemicznych,1
biochemicznym,4
biochemii,1
biocydy,1
biocydów,1
biodegradacja,1
biodegradacji,7
biodostępności,6
biodostępność,2
bioenergia,1
bioetanolu,4
bioetycznej,9
biogazu,14
biogenami,1
biogeograficzne,1
biokomponentach,16
biokomponentami,2
biokomponenty,1
biokomponentów,10
biolo,1
biologi,1
biologia,3
biologiczengo,1
biologiczna,2
biologiczne,21
biologicznego,46
biologicznej,56
biologicznemu,1
biologicznie,14
biologiczny,20
biologicznych,84
biologicznym,14
biologicznymi,2
biologiczną,3
biologii,4
biomasy,8
biomasę,1
biometryczne,2
biometrycznych,6
biopaliw,30
biopaliwa,11
biopaliwach,17
biopaliwami,6
biopaliwo,4
biopreparaty,1
biopreparatów,2
biopsji,1
biopłyny,1
biopłynów,1
biorca,3
biorcy,27
biorców,9
biorcę,2
biorstwa,1
biorstwach,1
biorównoważności,3
biorównoważność,2
biorą,25
biorąc,265
biorąca,1
biorące,18
biorącego,4
biorącej,1
biorącemu,2
biorący,6
biorących,66
biorącym,17
biorącymi,5
biorącą,1
biotechnologia,1
biotechnologii,5
biotechnologią,1
biotransformacji,1
biotyczne,2
biotycznymi,1
biowodoru,1
bipiperydyno,1
biret,1
biretów,1
biskup,1
biskupem,1
bison,1
bitum,1
bitumiczne,4
bitumicznej,1
bitumiczny,1
bitumicznych,12
bitumu,7
bitych,1
biuletynach,1
biuletynie,1
biuletynu,4
biuletyny,2
biuletynów,1
biur,40
biura,91
biurach,10
biurami,4
biurem,6
biuretu,25
biuro,12
biurom,1
biurowe,10
biurowego,5
biurowej,10
biurowości,4
biurowość,2
biurowy,2
biurowych,14
biurową,12
biuru,1
biurze,7
biustonoszy,1
biwakowania,2
biwakowe,1
biwakowego,1
biłgorajski,2
biżuterii,2
biżuterię,1
blach,1
blacha,1
blacharskich,3
blachy,8
blachą,3
bladym,1
blanco,4
blankiet,1
blankietach,1
blankietami,1
blankietu,2
blankiety,4
blankietów,9
blaszanych,6
blaszki,1
blezery,16
bliska,1
bliski,1
bliskich,5
bliskie,13
bliskiej,2
bliskim,6
bliskimi,4
blisko,2
bliskości,1
bliską,5
bliźniaczego,1
bliźnich,1
bliżej,2
bliższego,17
bliższą,2
blo,1
blok,2
blokach,2
blokada,1
blokady,23
blokadzie,3
blokadą,3
blokadę,1
blokami,1
bloki,2
blokowanego,2
blokowania,6
blokowanie,2
blokowaniu,4
bloku,1
blokuje,2
bloków,5
bluzek,2
bluzki,17
bo,1
boazerii,1
bobassu,1
bobry,1
bocheński,2
boczna,1
bocznej,8
bocznic,2
bocznicach,1
bocznice,1
bocznicy,18
boczną,1
bodźców,1
bogactw,1
bogactwami,1
bogactwem,1
bogate,1
bohaterom,1
bojowe,1
bojowego,2
bojowej,14
bojowy,1
bojowych,8
bojową,6
bok,2
bokach,1
boki,1
boksach,1
boku,31
bolducs,1
bolesławiecki,2
bon,2
bonach,7
bonami,1
bonie,1
bonifikat,6
bonifikaty,4
bonifikatę,5
bonitacji,3
bonitacyjne,1
bonitacyjnych,3
bonu,12
bony,10
bonów,34
bonżurek,1
bor,1
boranu,2
borany,1
borelioza,1
borny,1
boroetanoloaminy,1
borowego,3
borowiny,1
borowy,2
borowyja,1
boru,5
borówki,1
bosman,6
bosmana,12
bosmanat,1
bosmanatu,1
bosmanaty,1
bosmanatów,1
bosmanmat,2
bosmanmata,8
bosmanmatów,1
bosmanów,2
botaniczne,10
botanicznego,37
botanicznej,2
botaniczny,4
botanicznych,21
botanicznym,4
botanicznymi,3
botulinum,1
bovine,6
bowiązuje,1
bowych,1
boxingu,1
brak,186
brakach,3
brakami,3
braki,25
brakiem,8
brakowania,2
braku,622
brakuje,9
brakująca,1
brakujące,9
brakującego,4
brakującej,4
brakujący,3
brakujących,12
brakującą,3
braków,87
brali,7
bram,1
brana,2
brane,9
brania,4
branie,1
braniewski,2
bransolet,1
bransoletki,1
brany,1
branż,2
branżowa,2
branżowe,22
branżowej,21
branżowych,34
branżowym,3
branżowymi,4
branżową,6
branży,10
branżę,2
brat,5
brata,3
bratowe,1
brać,70
brał,41
brała,7
brało,1
brały,8
brezentu,3
brodem,1
brodnicki,2
brody,2
brodzik,1
brodzików,1
broker,3
brokera,2
brokerem,1
brokerska,3
brokerskich,6
brokerskie,1
brokerskiego,1
brokerskiej,19
brokerską,11
brokerów,6
bromek,1
bromoamfetamina,1
bron,1
bronchitis,1
broni,260
bronione,1
broniony,1
bronią,56
bronić,2
bronowań,1
brood,2
broszur,5
broszury,3
broszurze,1
browar,1
broń,78
brucellosis,3
bruceloza,3
brucelozy,1
brudu,1
brudzenie,1
brukowcowej,1
brunatnego,30
brunatny,2
brutto,214
brwi,3
bryczesy,16
brygadiera,2
brygady,25
brykietki,1
brykietowania,1
brykietowany,1
brykiety,1
brykietów,1
bryłach,1
bryły,8
brzeczki,3
brzeg,6
brzegach,3
brzegami,2
brzegi,3
brzegowe,3
brzegowego,1
brzegowej,4
brzegowych,4
brzegowymi,1
brzegową,3
brzegu,47
brzegów,11
brzemiennie,1
brzeski,2
brzeżne,1
brzmi,1
brzmienia,4
brzmienie,10576
brzmieniu,7295
brzminie,1
brzmiące,1
brzoskwinie,1
brzoskwiń,1
brzozowski,2
brzucha,1
brzusznego,4
brzuszny,2
brzusznych,1
brzusznym,1
brzytew,1
brązownicze,1
brązowo,3
brązowy,1
bubalis,2
bud,9
budek,2
budki,6
budo,1
budowa,50
budowane,8
budowanego,1
budowanej,1
budowania,5
budowanie,9
budowany,2
budowanych,7
budowanym,2
budowanymi,1
budować,2
budowie,90
budowlach,2
budowlami,7
budowlana,5
budowlane,235
budowlanego,383
budowlanej,56
budowlano,6
budowlany,43
budowlanych,413
budowlanym,33
budowlanymi,25
budowlaną,7
budowle,44
budowli,100
budowlę,7
budownictwa,335
budownictwem,8
budownictwie,42
budownictwo,25
budownictwu,4
budowy,307
budową,44
budowę,294
buduje,6
budują,4
budującej,2
budujący,1
budynek,63
budynkach,90
budynkami,48
budynki,71
budynkiem,21
budynkom,2
budynkowych,1
budynku,334
budynków,372
budynów,1
budzi,16
budzić,8
budzą,30
budzące,7
budzący,5
budzących,2
budzącą,1
budże,2
budżecie,115
budżet,47
budżetach,25
budżetem,17
budżetowa,93
budżetowe,138
budżetowego,127
budżetowej,638
budżetowemu,1
budżetowi,2
budżetowy,76
budżetowych,348
budżetowym,77
budżetowymi,33
budżetową,46
budżetu,1605
budżety,4
budżetów,80
bufetach,1
bufetów,1
buhajów,1
bujane,1
bukingowa,1
bukingowej,4
bukmacherskich,1
bukującego,1
bukującemu,1
bukującym,1
bulw,1
bulwary,3
bunkrowanie,1
bunkrowymi,2
buntu,1
buraczanego,7
buraczany,2
buraczanym,2
buraka,8
burakami,1
buraki,14
buraków,69
burmistrz,188
burmistrza,119
burmistrzach,1
burmistrzami,8
burmistrzem,15
burmistrzom,5
burmistrzowi,44
burmistrzowie,11
burmistrzów,7
burneti,1
burs,3
bursach,1
bursal,2
bursie,3
bursy,2
bursztynu,5
bursztynów,2
bursę,2
burtach,1
burty,13
burtę,6
burzę,1
but,1
butelce,1
butelek,25
butelka,2
butelkach,7
butelki,8
buten,3
butik,2
butle,1
butli,2
butylo,4
butyloindol,1
by,27
bycia,4
bydgoski,2
bydła,60
bydłem,1
bydło,14
byków,1
byli,63
bylin,7
bytowania,16
bytowanie,1
bytowaniu,1
bytowe,23
bytowej,4
bytowski,2
bytowych,22
bytowymi,3
bytu,11
bytują,1
być,6119
był,307
była,250
byłaby,32
byłam,2
byłby,8
byłe,5
byłego,52
byłej,5
byłem,4
byłemu,5
było,244
byłoby,74
były,330
byłyby,20
byłych,44
byłym,17
byłymi,2
byś,1
bzu,1
bójce,2
bójki,2
ból,8
bólu,3
bót,1
bów,1
bąblowica,1
bądź,808
bębnowe,5
bębnowych,2
będzie,535
będziński,2
będą,365
będąc,172
będąca,80
będące,300
będącego,239
będącej,196
będącemu,46
będący,245
będących,679
będącym,93
będącymi,28
będącą,59
będę,16
błamów,4
błonami,2
błonica,1
błonicy,3
błonicę,1
błoną,1
błota,9
błotniarki,5
błotnych,2
błyskawicznych,1
błąd,83
błędach,1
błędem,1
błędne,2
błędnego,6
błędnej,6
błędnie,3
błędny,1
błędnych,1
błędnym,5
błędną,5
błędu,33
błędy,21
błędzie,3
błędów,32
ca,7
camelus,1
campingową,1
campylobacteriosis,1
campylobacterosis,1
caprine,1
capstrzyku,1
cardigan,4
carob,1
carp,2
casco,4
cateringowe,1
cattle,1
cattles,3
cał,3
cała,3
całe,8
całego,110
całej,37
całemu,1
całko,1
całkow,1
całkowi,1
całkowicie,118
całkowit,4
całkowita,51
całkowite,30
całkowitego,128
całkowitej,140
całkowitemu,4
całkowity,64
całkowitych,10
całkowitym,30
całkowitą,48
całodobowe,14
całodobowego,1
całodobowej,3
całodobowo,1
całodobowy,3
całodobowych,23
całodobowym,1
całodobową,14
całodzienne,1
całodziennych,16
całokształt,9
całokształtem,1
całokształtu,8
całoroczną,2
całości,737
całościowego,1
całościowo,1
całościowy,1
całością,14
całość,70
cały,98
całych,3
całym,66
całą,25
cebrzyków,1
cebulowe,1
cech,113
cecha,8
cechach,20
cechami,11
cechom,8
cechowania,6
cechowaniem,1
cechowego,1
cechowi,1
cechowników,1
cechowych,1
cechu,1
cechuje,2
cechują,2
cechujące,2
cechy,106
cechów,1
cechą,2
cedentów,7
cedzidła,3
ceglane,4
cego,3
cegły,2
cej,1
cel,219
celach,195
celami,34
cele,708
celem,190
celi,8
celna,136
celne,270
celnego,940
celnej,445
celnemu,57
celni,16
celnikom,2
celno,4
celny,967
celnych,415
celnym,273
celnymi,26
celną,136
celo,1
celom,29
celowa,37
celowe,145
celowego,20
celowej,168
celowi,5
celowo,12
celowości,38
celowość,16
celowy,12
celowych,126
celowym,14
celowymi,5
celową,39
celu,3376
celulozowa,3
celulozowe,1
celulozowego,2
celulozowej,4
celulozowo,2
celulozy,1
celów,771
cementowe,1
cementowego,5
cementowy,1
cementowych,2
cemu,1
cen,406
cena,144
cenach,119
cenami,10
cenie,139
cenne,2
cennik,4
cennika,4
cenniki,5
cenniku,6
cenników,1
cennych,8
cenowe,10
cenowego,28
cenowej,10
cenowo,2
cenowy,2
cenowych,5
cenowymi,1
cenową,5
centowania,1
centra,14
centrach,3
central,3
centrala,2
centrali,15
centralna,5
centralne,31
centralnego,93
centralnej,117
centralnemu,1
centralnie,3
centralny,60
centralnych,105
centralnym,75
centralnymi,11
centralną,24
centralę,5
centrami,1
centrom,4
centrum,88
centrów,20
centylitrach,2
centymetr,3
centymetrów,5
ceny,517
cenzurowania,2
cenzury,1
cenzurze,2
ceną,61
cenę,282
ceramiczne,6
ceramicznych,11
ceramicznymi,1
ceramika,1
ceramiki,3
ceratki,1
ceremoniale,1
ceremoniał,6
ceremoniałem,1
ceremoniału,3
cerowanie,3
certyfikacie,17
certyfikacja,6
certyfikacji,70
certyfikacją,2
certyfikacyjne,158
certyfikacyjnego,7
certyfikacyjnych,47
certyfikacyjnymi,1
certyfikat,145
certyfikatach,5
certyfikatami,9
certyfikatem,24
certyfikatu,256
certyfikaty,42
certyfikatów,137
certyfikowane,1
certyfikowanego,1
certyfikowanie,6
certyfikowany,3
certyfikowanych,6
certyfikowanym,2
certyfikować,1
certyfikująca,21
certyfikujące,20
certyfikującej,42
certyfikujących,13
certyfikującym,4
certyfikującymi,4
certyfikującą,14
cesie,1
cesji,2
cesów,1
cetyfikacie,1
ceł,43
ch,8
cha,1
charakter,276
charakterem,13
charakterowi,1
charakteru,127
charakterystyce,10
charakterystyczne,13
charakterystycznego,1
charakterystycznej,2
charakterystyczny,1
charakterystycznych,17
charakterystycznymi,3
charakterystyczną,1
charakterystyk,2
charakterystyka,6
charakterystykach,1
charakterystyki,54
charakterystyką,8
charakterystykę,64
charakteryzowane,3
charakteryzować,1
charakteryzuje,6
charakteryzują,5
charakteryzujące,15
charakteryzujący,1
charakteryzujących,14
charakteryzującymi,3
charakteryzującą,4
charakterze,783
chargés,1
chartami,1
charty,1
chartów,2
charytatywne,4
charytatywnej,23
charytatywno,87
charytatywnych,1
charytatywnym,2
charytatywną,10
chałupnictwa,2
chałupniczo,2
chce,15
chcą,3
chcąc,2
chcące,1
cheater,8
chelat,1
chelatu,24
chelatującego,14
chelatującym,5
chemi,1
chemia,2
chemicz,4
chemiczn,3
chemiczna,2
chemiczne,73
chemicznego,44
chemicznej,41
chemiczni,1
chemicznie,49
chemiczno,6
chemiczny,8
chemicznych,284
chemicznym,38
chemicznymi,22
chemiczną,4
chemii,9
chemikali,2
chemikalia,1
chemikalii,1
chemikaliów,5
chemioterapii,2
chemizacji,4
chemoodporną,4
chełmiński,2
chełmski,2
chełmskim,1
chilijskiej,1
chirurgiczna,1
chirurgicznego,6
chirurgicznej,1
chirurgicznych,2
chirurgicznym,1
chirurgicznymi,1
chirurgii,3
chl,1
chlamydiosis,2
chlamydioza,2
chlamydiozami,1
chlamydiozy,2
chlewnej,1
chlewną,2
chlo,2
chlorany,1
chlorek,1
chlorkiem,1
chlorku,6
chlorków,11
chloro,3
chlorobenzylo,1
chloronaftalen,1
chlorowanych,2
chlorowcopochodnej,1
chloru,22
chmiel,24
chmielowe,11
chmielowego,8
chmielowy,9
chmielowych,9
chmielowym,1
chmielu,81
chociaż,7
chociażby,129
chodami,1
chodnik,1
chodnika,8
chodniki,1
chodniku,4
chodników,10
chodzi,24
chodzieski,2
chojnicki,2
cholera,3
cholerae,1
cholery,2
cholerze,1
cholerę,2
cholewek,1
cholewkarstwo,2
cholewką,1
chomiki,1
chore,15
chorego,7
chorej,1
choremu,1
choreografii,3
choroba,41
chorobach,12
chorobami,13
chorobie,4
chorobom,28
chorobotwórcze,6
chorobotwórczego,1
chorobotwórczy,3
chorobotwórczych,16
chorobotwórczym,1
chorobowe,81
chorobowego,155
chorobowej,5
chorobowemu,9
chorobowości,2
chorobowy,45
chorobowych,13
chorobowym,10
chorobową,1
choroby,395
chorobą,58
chorobę,52
chorująca,1
chorujący,1
chorującym,4
chory,1
chorych,57
chorym,22
chorymi,13
chorzy,2
chorób,324
chorą,3
chorągiew,2
chorążego,51
chorąży,22
chorążych,33
chorążym,1
choszczeński,2
chowane,2
chowania,1
chowaniu,10
chowem,11
chowie,2
chowu,55
choć,1
choćby,84
chromen,1
chromosomów,1
chromu,6
chroni,5
chroniczne,1
chronicznej,1
chroniona,5
chronione,38
chronionego,28
chronionej,72
chronionemu,2
chroniony,9
chronionych,115
chronionym,10
chronionymi,2
chronioną,11
chroniąc,1
chroniące,22
chroniących,7
chroniącymi,1
chroniącą,1
chronić,16
chronologiczne,1
chronologicznej,2
chronologicznie,2
chronologicznym,3
chronologicznymi,1
chrony,1
chropowatego,1
chrzanowski,2
chrześcijański,2
chrześcijańskie,1
chrześcijańskiego,1
chrześcijańskiej,2
chrześcijańskim,1
chrztu,2
chrząszcz,1
chuli,1
chuligański,1
chuligańskim,1
chuligaństwa,2
chunków,1
chustek,1
chustki,1
chusty,4
chwastami,2
chwastobójczych,1
chwila,4
chwili,375
chwilowe,2
chwilowej,1
chwilowych,1
chwilą,361
chwilę,1
chwyta,1
chwytające,1
chwytania,11
chwytanie,5
chwytaniu,2
chwytów,5
chyba,1332
chów,33
chęci,3
chęć,7
chłodne,1
chłodni,3
chłodniami,3
chłodnic,2
chłodnice,8
chłodnictwa,1
chłodnictwie,2
chłodnicze,3
chłodniczego,1
chłodniczej,6
chłodniczych,24
chłodniczymi,1
chłodnie,2
chłodzenia,7
chłodziarek,2
chłodziarki,2
chłodzone,8
chłodzonego,1
chłodzącego,1
chłodząco,2
chłodzących,5
chłonnych,1
chłopców,2
chłopięca,5
chłopięce,69
chłopięcych,1
chłopskich,2
ci,53
ciasnocie,1
ciast,1
ciastkar,1
ciał,3
ciała,80
ciałem,6
ciało,2
ciciel,1
cidr,3
cie,1
ciechanowski,2
cieczami,2
ciecze,1
cieczy,20
ciek,2
ciekach,9
ciekami,2
cieki,3
cieku,6
cieków,15
ciekła,1
ciekłe,48
ciekłego,8
ciekłej,2
ciekłych,174
ciekłym,2
ciekłymi,16
ciele,3
cielesne,1
cielesnej,2
cielesną,5
cieliczka,1
cielstwa,1
cieląt,3
cielęta,4
ciemnych,2
cienka,2
cienkiej,73
cienką,11
cieplarniane,3
cieplarnianego,2
cieplarnianych,26
cieple,2
cieplna,9
cieplnej,26
cieplny,1
cieplnych,14
cieplnym,4
cieplną,10
ciepła,156
ciepłej,9
ciepłem,9
ciepło,44
ciepłochłonnymi,1
ciepłownictwa,1
ciepłownictwie,1
ciepłownicza,1
ciepłownicze,1
ciepłowniczej,12
ciepłowniczych,5
ciepłowniczą,2
ciepłownie,2
ciepłownię,1
ciepłą,2
cierpi,1
cierpiał,1
